State,Crop,Year,Rainfall,Temperature,Humidity,Soil_Type,Nitrogen,Phosphorus,Potassium,Area,Yield
Haryana,Wheat,2016,1049,34,35,Black,92,38,40,783,3.84
Haryana,Wheat,2017,690,25,38,Alluvial,41,41,39,2980,3.22
Haryana,Wheat,2018,1720,25,37,Loamy,72,27,30,3214,4.86
Haryana,Wheat,2019,1495,35,70,Laterite,65,43,41,2201,4.16
Haryana,Wheat,2020,747,22,76,Sandy,93,40,47,2089,3.85
Haryana,Wheat,2021,533,19,95,Loamy,78,54,53,3753,3.28
Haryana,Wheat,2022,520,21,72,Laterite,62,48,49,1718,2.68
Haryana,Wheat,2023,378,21,34,Clay,42,29,37,1285,2.8
Haryana,Wheat,2024,326,24,40,Laterite,98,22,35,3610,3.14
Haryana,Maize,2015,414,22,45,Sandy,100,47,33,1587,2.95
Haryana,Maize,2016,1673,16,43,Clay,51,58,60,4801,4.8
Haryana,Maize,2017,988,20,80,Loamy,46,21,59,2438,3.9
Haryana,Maize,2018,1718,24,44,Clay,98,34,49,1735,5.14
Haryana,Maize,2019,1234,15,33,Alluvial,40,57,57,2874,4.02
Haryana,Maize,2020,661,35,77,Sandy,60,28,53,1397,3.41
Haryana,Maize,2021,686,28,73,Alluvial,62,58,37,2480,2.74
Haryana,Maize,2022,1329,23,46,Clay,48,54,35,911,4.46
Haryana,Maize,2023,1221,24,39,Alluvial,100,39,48,1850,4.22
Haryana,Maize,2024,395,26,42,Loamy,77,49,51,3759,2.62
Haryana,Barley,2015,1109,27,57,Loamy,40,49,26,2002,4.08
Haryana,Barley,2016,1415,20,89,Laterite,90,53,40,2846,4.38
Haryana,Barley,2017,1100,23,82,Alluvial,75,52,51,2776,3.59
Haryana,Barley,2018,1833,35,72,Sandy,76,38,44,3893,5.57
Haryana,Barley,2019,892,27,46,Red,94,42,55,1425,3.34
Haryana,Barley,2020,452,15,51,Black,68,56,49,2612,3.3
Haryana,Barley,2021,1312,15,35,Laterite,56,23,46,2038,4.22
Haryana,Barley,2022,1363,33,31,Clay,57,60,29,2006,3.99
Haryana,Barley,2023,810,29,82,Red,81,39,47,3276,3.57
Haryana,Barley,2024,828,35,87,Laterite,57,26,35,1103,3.03
Haryana,Millets,2015,592,16,47,Sandy,47,34,55,1502,2.51
Haryana,Millets,2016,1692,30,79,Black,66,34,22,3849,5.31
Haryana,Millets,2017,1788,23,65,Black,63,23,46,3124,4.77
Haryana,Millets,2018,1185,21,41,Clay,72,20,37,1602,3.91
Haryana,Millets,2019,1720,16,44,Laterite,54,25,22,2980,4.88
Haryana,Millets,2020,1871,17,62,Black,45,46,44,2874,4.57
Haryana,Millets,2021,1708,24,66,Black,81,43,24,1835,5.07
Haryana,Millets,2022,1060,18,36,Loamy,77,57,58,3309,3.76
Haryana,Millets,2023,920,31,65,Loamy,48,39,23,2399,3.74
Haryana,Millets,2024,1589,17,57,Laterite,48,47,59,1285,4.84
Haryana,Cotton,2015,1548,16,31,Sandy,56,45,22,1295,5.02
Haryana,Cotton,2016,1798,24,44,Sandy,73,52,31,1755,4.66
Haryana,Cotton,2017,1668,19,83,Laterite,67,42,20,1325,4.67
Haryana,Cotton,2018,1751,30,62,Red,68,44,37,3923,5.11
Haryana,Cotton,2019,327,26,44,Sandy,51,25,39,2564,2.9
Haryana,Cotton,2020,1051,26,65,Sandy,95,21,28,3066,3.94
Haryana,Cotton,2021,1674,32,95,Red,100,59,39,1627,5.16
Haryana,Cotton,2022,1363,18,75,Sandy,48,47,46,4777,3.95
Haryana,Cotton,2023,717,16,85,Alluvial,51,34,27,2054,3.46
Haryana,Cotton,2024,1090,27,87,Loamy,87,36,57,4101,4.34
Haryana,Sugarcane,2015,1285,28,44,Laterite,48,28,28,4134,4.28
Haryana,Sugarcane,2016,831,33,57,Loamy,76,54,38,2631,3.1
Haryana,Sugarcane,2017,356,20,37,Alluvial,83,41,36,3683,2.85
Haryana,Sugarcane,2018,1068,15,52,Red,42,37,60,2694,3.3
Haryana,Sugarcane,2019,1083,18,58,Black,68,58,25,4929,3.65
Haryana,Sugarcane,2020,752,34,55,Loamy,48,50,41,4470,3.31
Haryana,Sugarcane,2021,1635,22,91,Clay,77,54,34,3439,4.95
Haryana,Sugarcane,2022,515,33,76,Sandy,76,26,56,3029,3.19
Haryana,Sugarcane,2023,1945,27,75,Sandy,96,57,25,4359,5.9
Haryana,Sugarcane,2024,373,34,69,Black,73,55,23,4737,2.93
Haryana,Pulses,2015,684,33,56,Red,69,34,20,4279,2.79
Haryana,Pulses,2016,756,22,57,Loamy,93,32,29,1112,3.52
Haryana,Pulses,2017,1679,28,40,Loamy,47,54,24,1325,4.67
Haryana,Pulses,2018,845,26,61,Clay,73,44,34,4404,3.53
Haryana,Pulses,2019,1815,32,35,Loamy,48,52,21,673,5.18
Haryana,Pulses,2020,1230,33,69,Alluvial,50,58,50,1451,3.67
Haryana,Pulses,2021,1053,32,44,Alluvial,94,50,52,2006,4.01
Haryana,Pulses,2022,1534,29,33,Alluvial,52,33,45,1712,3.99
Haryana,Pulses,2023,1090,25,68,Clay,57,30,43,4748,4.14
Haryana,Pulses,2024,1232,25,35,Laterite,58,21,39,3118,4.51
Haryana,Groundnut,2015,1895,23,60,Clay,49,60,55,4953,5.09
Haryana,Groundnut,2016,1958,35,94,Sandy,69,30,37,1246,5.75
Haryana,Groundnut,2017,1994,35,59,Black,97,47,21,3731,5.63
Haryana,Groundnut,2018,1997,33,39,Alluvial,90,43,21,2547,5.67
Haryana,Groundnut,2019,1798,20,30,Clay,68,27,57,4813,5.03
Haryana,Groundnut,2020,1165,24,36,Laterite,94,54,40,755,4.49
Haryana,Groundnut,2021,520,35,66,Alluvial,100,45,56,2754,3.07
Haryana,Groundnut,2022,875,18,40,Loamy,70,56,44,1899,3.77
Haryana,Groundnut,2023,1733,30,61,Laterite,91,40,52,2866,5.11
Haryana,Groundnut,2024,1254,29,60,Sandy,94,29,54,893,4.49
Haryana,Soybean,2015,589,35,47,Loamy,87,46,23,1572,2.93
Haryana,Soybean,2016,1927,25,47,Red,82,60,39,3131,5.39
Haryana,Soybean,2017,429,34,86,Loamy,59,32,25,1130,2.26
Haryana,Soybean,2018,668,21,81,Sandy,44,48,48,4793,3.29
Haryana,Soybean,2019,535,23,50,Sandy,97,30,53,1812,2.99
Haryana,Soybean,2020,1383,29,62,Red,45,55,58,644,3.7
Haryana,Soybean,2021,1083,20,36,Sandy,69,27,48,3712,3.95
Haryana,Soybean,2022,1868,16,59,Sandy,96,25,38,1178,5.78
Haryana,Soybean,2023,1536,16,67,Laterite,89,47,29,1040,4.68
Haryana,Soybean,2024,947,15,93,Alluvial,89,44,39,1989,3.84
Haryana,Tea,2015,1711,15,86,Alluvial,68,33,51,1745,5.0
Haryana,Tea,2016,435,17,57,Loamy,88,52,24,688,2.8
Haryana,Tea,2017,1923,30,95,Red,53,56,48,1293,4.94
Haryana,Tea,2018,1872,29,63,Black,67,50,26,3580,5.21
Haryana,Tea,2019,1708,20,85,Alluvial,83,60,55,1209,4.89
Haryana,Tea,2020,1087,30,45,Clay,97,20,39,4151,3.84
Haryana,Tea,2021,482,28,74,Loamy,49,25,56,1481,2.55
Haryana,Tea,2022,1912,16,92,Laterite,94,52,31,1982,5.82
Haryana,Tea,2023,1817,35,69,Red,83,30,40,3610,5.21
Haryana,Tea,2024,1105,29,61,Sandy,97,56,48,4754,4.53
Haryana,Coffee,2015,1344,21,88,Black,80,35,32,2915,4.84
Haryana,Coffee,2016,571,31,70,Alluvial,59,36,60,3368,2.7
Haryana,Coffee,2017,1368,17,74,Clay,94,60,25,3834,4.25
Haryana,Coffee,2018,641,26,34,Sandy,57,29,38,3963,2.72
Haryana,Coffee,2019,1566,17,56,Loamy,85,59,46,581,4.5
Haryana,Coffee,2020,497,25,66,Red,65,24,31,3674,2.48
Haryana,Coffee,2021,822,31,51,Red,93,55,55,1633,3.44
Haryana,Coffee,2022,513,21,45,Clay,86,37,56,1585,3.13
Haryana,Coffee,2023,658,24,75,Loamy,44,59,35,1925,2.9
Haryana,Coffee,2024,1733,26,81,Clay,46,20,22,2052,4.31
Himachal Pradesh,Rice,2015,984,17,87,Laterite,95,25,26,3506,3.8
Himachal Pradesh,Rice,2016,1186,20,48,Clay,64,22,60,3007,3.93
Himachal Pradesh,Rice,2017,1431,25,35,Alluvial,100,52,51,4314,4.61
Himachal Pradesh,Rice,2018,1777,20,61,Laterite,41,29,45,3532,4.8
Himachal Pradesh,Rice,2019,1863,30,36,Loamy,56,33,49,1472,5.49
Himachal Pradesh,Rice,2020,748,24,93,Sandy,75,22,26,2474,3.71
Himachal Pradesh,Rice,2021,1796,23,50,Red,60,20,54,3167,5.33
Himachal Pradesh,Rice,2022,768,21,34,Red,41,44,47,1104,3.25
Himachal Pradesh,Rice,2023,688,22,62,Black,45,41,33,1251,3.45
Himachal Pradesh,Rice,2024,759,35,90,Black,69,42,42,4252,2.86
Himachal Pradesh,Wheat,2015,778,18,69,Loamy,48,24,20,2904,2.7
Himachal Pradesh,Wheat,2016,1574,30,75,Loamy,95,48,55,4118,4.55
Himachal Pradesh,Wheat,2017,1423,18,67,Red,91,57,46,4366,5.02
Himachal Pradesh,Wheat,2018,351,28,94,Laterite,62,28,54,1570,2.36
Himachal Pradesh,Wheat,2019,1355,18,36,Black,73,47,21,3372,4.32
Himachal Pradesh,Wheat,2020,1518,28,32,Red,43,40,49,4323,4.05
Himachal Pradesh,Wheat,2021,1499,16,46,Black,86,25,32,2288,4.37
Himachal Pradesh,Wheat,2022,947,25,31,Loamy,51,29,50,3594,3.74
Himachal Pradesh,Wheat,2023,1511,24,57,Laterite,74,39,30,637,5.05
Himachal Pradesh,Wheat,2024,582,32,42,Red,71,58,45,1464,2.79
Himachal Pradesh,Maize,2015,1336,23,64,Sandy,94,33,33,3827,4.41
Himachal Pradesh,Maize,2016,1705,29,43,Alluvial,85,23,29,740,5.14
Himachal Pradesh,Maize,2017,853,31,80,Black,63,55,47,4138,3.6
Himachal Pradesh,Maize,2018,534,16,42,Clay,75,60,46,3021,2.58
Himachal Pradesh,Maize,2019,1922,15,75,Sandy,75,23,29,2136,5.72
Himachal Pradesh,Maize,2020,1962,20,43,Red,50,33,37,1001,4.81
Himachal Pradesh,Maize,2021,1431,31,74,Clay,87,42,57,1450,4.9
Himachal Pradesh,Maize,2022,684,16,49,Loamy,61,26,48,1452,2.7
Himachal Pradesh,Maize,2023,1938,28,82,Alluvial,58,52,46,4750,5.24
Himachal Pradesh,Maize,2024,374,25,31,Laterite,99,38,51,2494,2.56
Himachal Pradesh,Barley,2015,1856,28,84,Sandy,44,20,55,1118,5.08
Himachal Pradesh,Barley,2016,554,29,57,Loamy,61,50,42,3083,2.77
Himachal Pradesh,Barley,2017,1785,22,69,Sandy,80,35,36,4682,4.71
Himachal Pradesh,Barley,2018,1895,33,55,Black,93,44,37,3274,5.46
Himachal Pradesh,Barley,2019,1260,20,40,Laterite,62,42,40,4827,4.34
Himachal Pradesh,Barley,2020,1480,22,64,Laterite,50,27,21,1457,4.1
Himachal Pradesh,Barley,2021,961,18,71,Loamy,60,50,40,4506,3.97
Himachal Pradesh,Barley,2022,1433,19,63,Red,92,32,39,4051,4.31
Himachal Pradesh,Barley,2023,1489,31,83,Sandy,80,42,42,3116,4.38
Himachal Pradesh,Barley,2024,1071,20,83,Sandy,90,51,50,4509,4.49
Himachal Pradesh,Millets,2015,614,25,40,Clay,77,54,33,2897,3.65
Himachal Pradesh,Millets,2016,1408,32,74,Black,58,42,43,1377,4.02
Himachal Pradesh,Millets,2017,770,26,39,Loamy,80,41,48,4493,3.9
Himachal Pradesh,Millets,2018,1156,30,73,Clay,65,49,32,2246,4.38
Himachal Pradesh,Millets,2019,657,35,68,Alluvial,100,40,42,897,3.67
Himachal Pradesh,Millets,2020,1173,21,56,Black,89,48,29,4382,4.62
Himachal Pradesh,Millets,2021,1499,32,92,Alluvial,40,49,50,3885,3.99
Himachal Pradesh,Millets,2022,1252,15,52,Clay,75,41,60,1428,3.88
Himachal Pradesh,Millets,2023,1473,26,44,Red,73,21,28,4709,4.48
Himachal Pradesh,Millets,2024,947,15,93,Sandy,69,43,46,2844,3.45
Himachal Pradesh,Cotton,2015,757,19,72,Alluvial,94,32,49,4404,3.49
Himachal Pradesh,Cotton,2016,1299,33,76,Laterite,47,21,39,4148,4.41
Himachal Pradesh,Cotton,2017,627,26,45,Laterite,54,57,37,2014,2.98
Himachal Pradesh,Cotton,2018,1750,22,75,Loamy,44,47,23,2900,4.93
Himachal Pradesh,Cotton,2019,1798,15,72,Loamy,100,30,31,3370,5.83
Himachal Pradesh,Cotton,2020,1424,17,72,Red,97,59,53,2264,4.83
Himachal Pradesh,Cotton,2021,1272,27,76,Red,44,55,39,3445,4.02
Himachal Pradesh,Cotton,2022,638,16,81,Laterite,76,37,41,1092,2.85
Himachal Pradesh,Cotton,2023,519,31,58,Sandy,70,32,33,2550,2.87
Himachal Pradesh,Cotton,2024,1424,35,90,Laterite,62,25,25,664,4.11
Himachal Pradesh,Sugarcane,2015,342,33,49,Alluvial,48,39,41,3557,2.62
Himachal Pradesh,Sugarcane,2016,1106,18,64,Black,44,31,31,3104,4.09
Himachal Pradesh,Sugarcane,2017,1254,22,49,Loamy,61,22,27,4212,4.36
Himachal Pradesh,Sugarcane,2018,1724,22,56,Red,44,58,52,1615,4.84
Himachal Pradesh,Sugarcane,2019,1829,35,49,Black,65,33,29,1532,4.71
Himachal Pradesh,Sugarcane,2020,397,31,39,Clay,42,50,59,3180,2.84
Himachal Pradesh,Sugarcane,2021,1067,32,76,Alluvial,65,29,25,2192,3.89
Himachal Pradesh,Sugarcane,2022,1649,28,35,Sandy,83,32,40,676,4.99
Himachal Pradesh,Sugarcane,2023,762,35,50,Clay,98,48,60,3379,4.02
Himachal Pradesh,Sugarcane,2024,1191,18,59,Black,66,25,48,2696,4.12
Himachal Pradesh,Pulses,2015,1607,34,30,Clay,83,42,28,1933,4.51
Himachal Pradesh,Pulses,2016,1847,28,66,Red,99,24,26,1836,5.11
Himachal Pradesh,Pulses,2017,858,23,44,Red,65,60,27,3126,3.25
Himachal Pradesh,Pulses,2018,1930,20,79,Laterite,43,50,35,2296,4.59
Himachal Pradesh,Pulses,2019,332,21,35,Loamy,82,59,60,2306,2.99
Himachal Pradesh,Pulses,2020,1665,16,73,Laterite,68,55,45,3354,5.1
Himachal Pradesh,Pulses,2021,362,27,42,Laterite,92,30,49,2558,3.02
Himachal Pradesh,Pulses,2022,1506,16,43,Clay,56,43,29,2676,4.69
Himachal Pradesh,Pulses,2023,593,21,76,Black,73,57,57,3735,2.64
Himachal Pradesh,Pulses,2024,1140,16,85,Red,53,49,54,2596,4.18
Himachal Pradesh,Groundnut,2015,1931,16,81,Clay,97,54,42,4521,5.18
Himachal Pradesh,Groundnut,2016,1828,27,91,Sandy,78,33,21,4351,4.89
Himachal Pradesh,Groundnut,2017,471,21,44,Black,45,24,60,3664,2.72
Himachal Pradesh,Groundnut,2018,1154,18,90,Alluvial,93,52,60,4697,4.27
Himachal Pradesh,Groundnut,2019,1395,32,35,Loamy,46,40,27,2125,4.24
Himachal Pradesh,Groundnut,2020,574,22,52,Loamy,53,20,48,4908,3.05
Himachal Pradesh,Groundnut,2021,1766,32,31,Black,64,52,35,3000,4.48
Himachal Pradesh,Groundnut,2022,324,15,44,Sandy,42,48,25,558,2.4
Himachal Pradesh,Groundnut,2023,454,22,82,Loamy,83,48,50,4642,2.67
Himachal Pradesh,Groundnut,2024,303,30,43,Red,63,51,32,1746,2.81
Himachal Pradesh,Soybean,2015,1558,24,60,Alluvial,61,50,22,2414,4.36
Himachal Pradesh,Soybean,2016,740,21,90,Sandy,83,44,55,2489,3.37
Himachal Pradesh,Soybean,2017,1153,28,47,Sandy,49,30,43,2513,3.35
Himachal Pradesh,Soybean,2018,878,23,66,Black,42,27,33,2249,2.82
Himachal Pradesh,Soybean,2019,693,16,44,Alluvial,76,41,42,4344,3.37
Himachal Pradesh,Soybean,2020,396,22,93,Laterite,96,48,23,2414,3.25
Himachal Pradesh,Soybean,2021,1356,35,72,Sandy,93,59,50,3032,4.78
Himachal Pradesh,Soybean,2022,1930,22,38,Red,46,40,21,3771,5.52
Himachal Pradesh,Soybean,2023,1341,29,48,Laterite,62,25,47,3739,3.76
Himachal Pradesh,Soybean,2024,1488,29,41,Loamy,66,39,21,1866,4.13
Himachal Pradesh,Tea,2015,1025,28,44,Red,70,34,23,2292,3.52
Himachal Pradesh,Tea,2016,1595,26,59,Alluvial,51,25,31,1957,4.23
Himachal Pradesh,Tea,2017,1974,27,39,Alluvial,60,30,38,3112,5.4
Himachal Pradesh,Tea,2018,795,34,67,Laterite,73,42,37,3424,2.99
Himachal Pradesh,Tea,2019,1497,21,81,Alluvial,94,51,58,2237,5.02
Himachal Pradesh,Tea,2020,1504,16,54,Loamy,91,34,28,4922,4.74
Himachal Pradesh,Tea,2021,1667,17,78,Loamy,78,28,23,2356,4.92
Himachal Pradesh,Tea,2022,1362,29,41,Laterite,75,27,21,2055,4.34
Himachal Pradesh,Tea,2023,771,15,48,Laterite,96,52,51,3197,3.63
Himachal Pradesh,Tea,2024,1071,25,72,Loamy,53,25,30,4770,3.87
Himachal Pradesh,Coffee,2015,821,27,65,Loamy,68,25,37,3076,3.2
Himachal Pradesh,Coffee,2016,1643,21,72,Sandy,81,57,51,1386,4.49
Himachal Pradesh,Coffee,2017,492,21,85,Clay,91,35,30,3910,3.13
Himachal Pradesh,Coffee,2018,1198,29,58,Laterite,46,55,31,1405,3.65
Himachal Pradesh,Coffee,2019,1929,29,34,Alluvial,46,29,20,3502,4.79
Himachal Pradesh,Coffee,2020,1715,24,52,Loamy,82,36,53,639,4.64
Himachal Pradesh,Coffee,2021,306,35,82,Laterite,90,30,29,2762,2.75
Himachal Pradesh,Coffee,2022,1865,19,54,Alluvial,60,22,31,1516,4.78
Himachal Pradesh,Coffee,2023,586,22,58,Laterite,51,32,55,2455,2.82
Himachal Pradesh,Coffee,2024,301,26,57,Clay,40,37,37,3387,2.76
Jharkhand,Rice,2015,1469,17,38,Alluvial,51,45,52,3025,4.55
Jharkhand,Rice,2016,1194,31,69,Red,53,32,57,1899,4.4
Jharkhand,Rice,2017,1790,23,40,Laterite,55,39,56,3006,5.33
Jharkhand,Rice,2018,723,30,69,Black,59,44,45,2117,3.54
Jharkhand,Rice,2019,725,27,95,Clay,74,24,45,891,3.26
Jharkhand,Rice,2020,603,25,55,Red,61,52,40,2277,3.46
Jharkhand,Rice,2021,960,24,55,Loamy,49,41,23,3770,3.87
Jharkhand,Rice,2022,804,30,37,Black,76,47,40,2223,3.03
Jharkhand,Rice,2023,717,15,91,Alluvial,71,37,35,4222,2.9
Jharkhand,Rice,2024,767,34,62,Loamy,94,48,45,2794,3.36
Jharkhand,Wheat,2015,1820,17,74,Loamy,89,54,38,1770,5.07
Jharkhand,Wheat,2016,1387,34,51,Alluvial,93,36,37,1396,4.8
Jharkhand,Wheat,2017,361,33,90,Alluvial,42,40,47,2743,2.45
Jharkhand,Wheat,2018,463,29,61,Loamy,99,51,53,2697,3.36
Jharkhand,Wheat,2019,1102,30,42,Black,43,45,47,4484,3.68
Jharkhand,Wheat,2020,657,34,84,Red,61,35,46,3224,2.72
Jharkhand,Wheat,2021,1616,32,80,Red,61,32,44,3447,4.89
Jharkhand,Wheat,2022,560,23,79,Clay,86,24,33,2304,2.97
Jharkhand,Wheat,2023,1220,19,72,Black,96,28,53,1607,3.9
Jharkhand,Wheat,2024,1850,29,61,Red,93,53,53,2650,5.49
Jharkhand,Maize,2015,1815,16,43,Red,59,46,30,2594,4.53
Jharkhand,Maize,2016,1673,25,31,Black,63,29,54,1329,4.98
Jharkhand,Maize,2017,493,19,66,Clay,48,26,22,1541,2.85
Jharkhand,Maize,2018,1428,32,32,Alluvial,49,51,50,894,4.03
Jharkhand,Maize,2019,1936,35,53,Loamy,46,27,25,1979,4.82
Jharkhand,Maize,2020,1516,16,82,Black,58,21,23,4430,4.99
Jharkhand,Maize,2021,1898,32,82,Red,58,43,54,4349,4.81
Jharkhand,Maize,2022,528,24,60,Alluvial,49,44,37,4212,2.88
Jharkhand,Maize,2023,446,34,82,Clay,64,42,52,2242,3.16
Jharkhand,Maize,2024,616,21,41,Loamy,55,23,24,4999,3.29
Jharkhand,Barley,2015,1966,26,68,Sandy,60,24,54,780,5.29
Jharkhand,Barley,2016,1307,19,35,Alluvial,72,54,47,3351,4.59
Jharkhand,Barley,2017,940,33,82,Loamy,95,59,53,581,3.72
Jharkhand,Barley,2018,1248,16,71,Black,78,50,59,2187,4.55
Jharkhand,Barley,2019,719,30,90,Clay,84,49,20,1149,3.4
Jharkhand,Barley,2020,345,33,74,Clay,92,52,53,3829,2.38
Jharkhand,Barley,2021,580,30,50,Black,49,57,58,3558,2.48
Jharkhand,Barley,2022,1636,24,47,Loamy,90,24,32,1855,5.47
Jharkhand,Barley,2023,1170,25,54,Alluvial,51,27,35,3633,3.76
Jharkhand,Barley,2024,1252,33,57,Clay,93,36,29,4125,4.29
Jharkhand,Millets,2015,926,18,30,Loamy,90,26,26,1617,3.93
Jharkhand,Millets,2016,813,20,64,Black,65,35,35,2009,3.2
Jharkhand,Millets,2017,880,22,88,Clay,84,54,50,975,3.89
Jharkhand,Millets,2018,664,20,87,Black,86,36,44,1545,3.46
Jharkhand,Millets,2019,1975,22,84,Sandy,51,28,47,3423,5.03
Jharkhand,Millets,2020,1516,22,94,Loamy,71,48,49,1698,4.99
Jharkhand,Millets,2021,1462,33,63,Black,44,36,45,4089,4.7
Jharkhand,Millets,2022,781,15,69,Red,74,36,60,2250,3.74
Jharkhand,Millets,2023,939,33,40,Sandy,98,39,47,3733,3.38
Jharkhand,Millets,2024,977,23,49,Red,94,56,28,3739,3.86
Jharkhand,Cotton,2015,1226,28,71,Clay,82,41,30,3784,4.39
Jharkhand,Cotton,2016,1697,16,58,Loamy,58,26,25,3705,4.51
Jharkhand,Cotton,2017,1279,32,77,Clay,77,23,49,1441,4.2
Jharkhand,Cotton,2018,1052,30,30,Loamy,52,55,38,2737,4.03
Jharkhand,Cotton,2019,1866,24,92,Red,64,39,32,1352,5.4
Jharkhand,Cotton,2020,1427,27,94,Loamy,62,31,52,1616,4.41
Jharkhand,Cotton,2021,1521,21,86,Laterite,73,27,32,3197,4.93
Jharkhand,Cotton,2022,1698,21,79,Alluvial,48,29,46,2363,5.14
Jharkhand,Cotton,2023,428,17,95,Alluvial,99,25,31,2396,3.01
Jharkhand,Cotton,2024,1914,18,61,Alluvial,47,51,51,4976,5.53
Jharkhand,Sugarcane,2015,1093,34,94,Loamy,50,39,54,1251,3.7
Jharkhand,Sugarcane,2016,1055,28,37,Sandy,78,53,55,3475,3.5
Jharkhand,Sugarcane,2017,706,31,58,Clay,96,28,48,4396,3.95
Jharkhand,Sugarcane,2018,1816,20,85,Sandy,43,44,36,1507,4.82
Jharkhand,Sugarcane,2019,883,29,62,Red,99,49,39,4953,3.57
Jharkhand,Sugarcane,2020,666,31,31,Laterite,65,28,51,3530,3.44
Jharkhand,Sugarcane,2021,534,33,82,Alluvial,66,20,59,3186,2.55
Jharkhand,Sugarcane,2022,1529,33,87,Alluvial,71,41,30,2665,4.69
Jharkhand,Sugarcane,2023,1495,16,49,Loamy,81,34,39,2065,4.56
Jharkhand,Sugarcane,2024,718,34,53,Alluvial,84,33,55,2285,3.2
Jharkhand,Pulses,2015,339,27,70,Black,77,33,54,2602,3.13
Jharkhand,Pulses,2016,828,20,49,Red,87,44,38,4564,3.77
Jharkhand,Pulses,2017,1248,21,80,Laterite,65,49,52,1096,3.79
Jharkhand,Pulses,2018,1141,33,44,Sandy,55,56,43,3163,3.64
Jharkhand,Pulses,2019,955,31,95,Laterite,84,22,43,4109,3.93
Jharkhand,Pulses,2020,685,27,70,Alluvial,87,56,25,1561,3.58
Jharkhand,Pulses,2021,316,23,85,Alluvial,60,20,32,3564,2.1
Jharkhand,Pulses,2022,1457,22,69,Red,60,51,27,3130,4.73
Jharkhand,Pulses,2023,522,28,60,Clay,74,39,48,2711,2.69
Jharkhand,Pulses,2024,920,24,79,Sandy,54,36,45,4195,3.68
Jharkhand,Groundnut,2015,499,20,52,Red,98,28,34,3074,3.27
Jharkhand,Groundnut,2016,1152,32,63,Loamy,46,51,56,549,4.19
Jharkhand,Groundnut,2017,1032,25,56,Clay,81,22,36,2073,4.13
Jharkhand,Groundnut,2018,1387,29,81,Clay,62,26,37,4112,4.55
Jharkhand,Groundnut,2019,1931,22,60,Laterite,50,51,44,4506,5.11
Jharkhand,Groundnut,2020,1800,17,61,Loamy,74,53,50,2408,5.01
Jharkhand,Groundnut,2021,645,31,91,Laterite,65,20,47,1833,2.87
Jharkhand,Groundnut,2022,698,30,58,Clay,47,49,34,4335,3.38
Jharkhand,Groundnut,2023,1059,20,48,Clay,88,54,55,3071,3.5
Jharkhand,Groundnut,2024,1238,26,67,Black,64,29,46,3723,3.89
Jharkhand,Soybean,2015,1423,16,60,Laterite,96,26,59,2026,5.02
Jharkhand,Soybean,2016,1484,28,45,Black,71,46,48,2564,4.93
Jharkhand,Soybean,2017,803,24,72,Black,77,51,48,2747,3.61
Jharkhand,Soybean,2018,589,16,49,Clay,95,32,31,1765,3.53
Jharkhand,Soybean,2019,519,27,68,Loamy,89,35,40,1487,3.03
Jharkhand,Soybean,2020,1260,30,51,Laterite,57,49,48,3372,4.34
Jharkhand,Soybean,2021,1137,28,95,Laterite,87,49,20,4187,4.41
Jharkhand,Soybean,2022,1057,19,86,Loamy,53,38,55,4173,4.09
Jharkhand,Soybean,2023,408,24,75,Laterite,86,57,60,1108,2.76
Jharkhand,Soybean,2024,1413,33,64,Clay,89,46,33,3268,4.55
Jharkhand,Tea,2015,1247,26,89,Laterite,60,37,22,2134,3.95
Jharkhand,Tea,2016,692,34,50,Alluvial,83,57,55,2404,2.96
Jharkhand,Tea,2017,1870,20,69,Laterite,69,41,41,3751,5.46
Jharkhand,Tea,2018,835,30,36,Sandy,79,22,54,3479,3.28
Jharkhand,Tea,2019,484,16,84,Laterite,85,28,35,2148,3.37
Jharkhand,Tea,2020,717,29,80,Red,68,46,31,1546,3.34
Jharkhand,Tea,2021,513,22,56,Laterite,83,29,45,585,3.06
Jharkhand,Tea,2022,849,21,72,Sandy,66,27,54,4612,3.11
Jharkhand,Tea,2023,1557,31,59,Sandy,44,29,43,1802,4.0
Jharkhand,Tea,2024,354,31,95,Clay,93,56,29,3185,2.9
Jharkhand,Coffee,2015,580,26,50,Black,46,23,24,752,2.93
Jharkhand,Coffee,2016,650,27,56,Black,49,47,21,1394,3.38
Jharkhand,Coffee,2017,1467,21,58,Loamy,45,28,21,4347,4.14
Jharkhand,Coffee,2018,1992,24,81,Sandy,63,30,52,1161,5.25
Jharkhand,Coffee,2019,1808,28,74,Loamy,47,21,26,1251,5.03
Jharkhand,Coffee,2020,1411,16,75,Clay,54,33,55,4713,4.2
Jharkhand,Coffee,2021,777,21,36,Red,60,54,59,4904,3.13
Jharkhand,Coffee,2022,690,31,55,Loamy,56,51,31,4268,3.51
Jharkhand,Coffee,2023,1718,29,38,Loamy,40,29,50,2975,5.17
Jharkhand,Coffee,2024,1255,23,42,Laterite,54,23,53,1901,3.66
Karnataka,Rice,2015,350,34,88,Black,83,54,21,3324,2.53
Karnataka,Rice,2016,1083,27,60,Red,96,54,29,4767,4.6
Karnataka,Rice,2017,1055,23,45,Clay,72,59,30,3529,4.16
Karnataka,Rice,2018,1769,15,55,Red,54,36,52,2329,4.74
Karnataka,Rice,2019,618,32,69,Alluvial,61,32,44,1219,3.33
Karnataka,Rice,2020,680,25,91,Alluvial,57,22,36,4672,2.66
